,Type of Program,Type of Residency,PGY1 Subtype,PGY2 Specialty,Area of Emphasis,Primary Setting,Teaching and Learning Curriculum,Description of opportunity,Residency Accreditation,ACCP Peer Reviewed Research Fellowship,Preceptor,Institution,Length (Yrs),Start Date,Stipend,Number of These Positions,Number of OTHER postgraduate positions at program location,Region,On-call hours per month,Staffing hours per month,Program Website,Training Program Video,Training Program Twitter Handle,Contact,Conact,Web ID,Last Modified
274,Residency,PGY1,Pharmacy,,,Community Hospital,,"The program has Acute Care and Ambulatory Care tracks. Cape Fear Valley Medical Center and clinics are sites for all rotations.  Required rotations depend on track and include: Internal Medicine, Clinic Based Ambulatory Care, Infectious Disease, Emergency Medicine, Drug Information, Research, Pharmacy Administration & Operations, and Teaching Certificate in conjunction with Campbell University. Residents pick four electives including: Cardiology, Oncology, Critical Care, Pediatrics, Emergency Medicine, Infectious Disease, Geriatrics, Psychopharmacology, Nephrology, Public Health, Women's Health, Endocrinology, Primary Care, Specialty Pharmacy. We are having a virtual open house on November 22, 2022 at 5PM EST and would love to meet you! https://capefearvalley.webex.com/capefearvalley/j.php?MTID=mae17d93ce7508cf43a2606288cb41eef

",,,"Dustin Bryan, PharmD, BCPS",Cape Fear Valley Medical Center,1,"June 19, 2023","$49,420.00",6,3,Southeast,,36,http://www.capefearvalley.com/residency/pharmacy/index.html,,,"Dustin Bryan, PharmD, BCPSCape Fear Valley Medical CenterCape Fear Valley Medical Center1638 Owen DriveFayetteville, NC 28304910-615-7186 (Phone)dbrya4@capefearvalley.com","Dustin Bryan, PharmD, BCPSCape Fear Valley Medical CenterCape Fear Valley Medical Center1638 Owen DriveFayetteville, NC 28304910-615-7186 (Phone)dbrya4@capefearvalley.com",W-5912,"August 31, 2022"
275,Residency,PGY1,Pharmacy,,,Academic Health System,,"Sanford Medical Center Fargo - PGY1 Pharmacy Residency
*NMS Code 151113 - traditional PGY1 - General track (3)
*NMS Code TBD - traditional PGY1 - Pediatrics track (1)
*NMS Code 151121 - nontraditional PGY1 (1)


The residency gives in-depth experience in many areas including internal medicine, critical care, pediatrics, pediatric intensive care, neonatal intensive care, inpatient and outpatient oncology, psychiatry, infectious disease, emergency medicine, pharmacogenomics, nephrology/transplant, neurology, cardiology, informatics, medication safety, home infusion, dialysis clinic, anticoagulation clinic, medical home and administration. Many other rotations are available upon request. Residents prepare a major project and assist in precepting APPE students. A teaching certificate will be obtained through North Dakota State University.",,,Carlina Grindeland,Sanford Medical Center Fargo,1,"June 19, 2023",$0.00,5,3,Midwest,,24,https://www.sanfordhealth.org/residency-programs/pharmacy-residency,,@SanfordPharmRes,"Carlina GrindelandSanford Medical Center Fargo5225 23rd Ave SFargo, ND 581047014172428 (Phone)Carlina.Grindeland@sanfordhealth.org","Carlina GrindelandSanford Medical Center Fargo5225 23rd Ave SFargo, ND 581047014172428 (Phone)Carlina.Grindeland@sanfordhealth.org",W-7669,"August 18, 2022"
276,Residency,PGY1,Pharmacy,,,Outpatient Clinic,,"The PGY1 residency in Sanford Health Fargo Ambulatory Care Clinics gives in-depth experience in many areas including transitions of care, medical home internal medicine clinic, infectious disease, geriatrics, outpatient oncology, home infusion, anticoagulation clinic, dialysis, transplant, emergency medicine, psychiatric clinic, and pharmacogenomics. Many other rotations are available upon request. Residents prepare a major project and assist in precepting APPE students. A teaching certificate will be obtained through North Dakota State University.",,,Monte Roemmich,Sanford Medical Center Fargo,1,"June 19, 2023",$0.00,1,7,Midwest,,24,https://www.sanfordhealth.org/residency-programs/pharmacy-residency,,@SanfordPharmRes,"Monte RoemmichSanford Medical Center Fargo5225 23rd Ave SFargo, ND 581047014172303 (Phone)Monte.Roemmich@sanfordhealth.org","Monte RoemmichSanford Medical Center Fargo5225 23rd Ave SFargo, ND 581047014172303 (Phone)Monte.Roemmich@sanfordhealth.org",W-7670,"August 18, 2022"
277,Residency,PGY1,Pharmacy,,,Other,,"The Fargo VA HCS is a 110 bed general hospital with a nursing home care unit and is accredited by the Joint Commission. The hospital's outpatient clinics service the medical needs of our veterans. The hospital has organized major elements of care in the areas of cardiovascular disease, oncology/hematology, endocrinology, infectious disease, neurosciences, nephrology, internal medicine, ambulatory care, alcohol and chemical dependency, pulmonary medicine, and long-term care.

Residents will rotate the following core areas: pharmacy operations, med/surg, ambulatory care/primary care, long-term care or home-based primary care, mental health, research, administration, and anticoagulation clinic. Four Elective rotations in various areas and teaching opportunities are offered based on individual need.",,,"Renae Schiele, PharmD",Fargo VA Health Care System,1,"July 03, 2023","$41,742.00",2,,Midwest,,20,,,,"Renae Schiele, PharmDFargo VA Health Care System2101 Elm StFargo, ND 58102(701)239-3700 ext 2447 (Phone)renae.schiele@va.gov","Renae Schiele, PharmDFargo VA Health Care System2101 Elm StFargo, ND 58102(701)239-3700 ext 2447 (Phone)renae.schiele@va.gov",W-7822,"July 26, 2022"
278,Residency,PGY1,Pharmacy,,,Community Hospital,,"The mission of the pharmacy residency program is to support the resident's development toward achieving the skills necessary to provide quality, compassionate and cost-effective pharmaceutical patient care and the ability to provide leadership on medication use and drug policy.  Residents will not only focus on achieving their personal career goals but will continue to move the profession forward.
The pharmacy residency program at Essentia Health- Fargo is dedicated to achieving a vision where all residency graduates will have completed a diverse array of clinical, administrative and educational experiences that will position them to pursue advanced training and/or practice in a clinical setting.  Graduates shall gain the necessary skills and foundation from which they can continue to grow and become outstanding pharmacists and leaders.",,,Bernadette Behm PharmD,Essentia Health-Fargo,1,"June 19, 2023","$52,000.00",2,,Midwest,,32,https://www.essentiahealth.org/education-research/residencies-fellowships/pharmacy-fargo/,,,"Bernadette Behm PharmDEssentia Health-Fargo3000 32nd Ave SFargo, ND 581037013647276 (Phone)bernadette.behm@essentiahealth.org","Bernadette Behm PharmDEssentia Health-Fargo3000 32nd Ave SFargo, ND 581037013647276 (Phone)bernadette.behm@essentiahealth.org",W-8129,"July 19, 2022"
279,Residency,PGY1,Pharmacy,,,Community Hospital,,"The PGY-1 residency program at Bryan Medical Center provides an innovative practice environment with a progressive practice model. Required learning experiences include integrated care in internal medicine and cardiology, infectious disease, practice management, and critical care. Electives include neonatal ICU, cardiovascular ICU, neurotrauma ICU, mental health, trauma rounding service, oncology, and antimicrobial stewardship. Completion of a research project, participation on hospital and department committees, student precepting, and an optional teaching certificate course are included in the program. These experiences will impart leadership skills that will prepare the resident for continued growth and excellence.",,,"David Quach, PharmD, MPH, BCPS, BCOP",Bryan Medical Center East and Bryan Medical Center West,1,"June 19, 2023","$51,168.00",2,,Midwest,,32,https://www.bryanhealth.com/careers/job-opportunities/pharmacy-residency-program/,,,"David Quach, PharmD, MPH, BCPS, BCOPBryan Medical Center East and Bryan Medical Center West1600 S. 48th StreetLincoln, NE 681544024810148 (Phone)david.quach@bryanhealth.org","David Quach, PharmD, MPH, BCPS, BCOPBryan Medical Center East and Bryan Medical Center West1600 S. 48th StreetLincoln, NE 681544024810148 (Phone)david.quach@bryanhealth.org",W-8191,"July 15, 2022"
280,Residency,PGY1,Pharmacy,,,Community Hospital,,"CHI Health Lakeside is a community hospital licensed for 157 beds, including a 20-bed cancer unit, 16-bed intensive care unit, and a Level III neonatal intensive care unit. Lakeside offers 24/7 emergency care and is a Primary Stroke Center servicing west Omaha. Lakeside is also home to numerous ambulatory care clinics and other outpatient services. 

The CHI Health Lakeside residency program provides residents the opportunity to develop their professional expertise. Through successful completion of the residency program, the resident will develop a core skill set in medication therapy management, team functioning, communication, transitions of care, clinical research, literature evaluation, time management, presentation development and delivery, and direct patient interaction in a community hospital setting. 
",,,Spencer Evans,CHI Health Lakeside,1,"July 01, 2023","$45,000.00",1,,Midwest,,32,,,,"Spencer EvansCHI Health Lakeside16901 Lakeside Hills CtOmaha, NE 681304027178618 (Phone)spencer.evans@chihealth.com","Spencer EvansCHI Health Lakeside16901 Lakeside Hills CtOmaha, NE 681304027178618 (Phone)spencer.evans@chihealth.com",W-9379,"August 04, 2022"
281,Residency,PGY1,Pharmacy,,,Pediatric Hospital,,"The Residency at Children's Hospital and Medical Center is unique practice experience in a stand alone pediatric hospital. The resident will rotate through various practice settings assuming responsibility for all aspects of patient drug therapy, including: medication- use assessment and monitoring; pharmacokinetic consulting; conducting patient interviews and patient medication counseling; advising physicians and nurses on appropriate medication use; attending rounds and providing lectures on drug therapy to medical and nursing staff. In addition the resident will be provided opportunities to serve as a preceptor for pharmacy students, participate in didactic lectures and provide formal presentation to other healthcare providers.",,,Elizabeth Zdyb,Children's Hospital and Medical Center,1,"July 01, 2022","$50,000.00",1,,Midwest,,40,https://www.childrensomaha.org/healthcare-careers-education/allied-health-other-healthcare-professional-education/pharmacy-practice-residency-program/,,,"Elizabeth ZdybChildren's Hospital and Medical Center8200 Dodge StreetOmaha, NE 68114(402)955-5470 (Phone)ezdyb@childrensomaha.org","Elizabeth ZdybChildren's Hospital and Medical Center8200 Dodge StreetOmaha, NE 68114(402)955-5470 (Phone)ezdyb@childrensomaha.org",W-7391,"October 11, 2021"
282,Residency,PGY1,Pharmacy,,,Academic Health System,,"The program provides the resident the opportunity to develop advanced knowledge and practice skills in the area of acute patient care and pharmacotherapy. The residents work with Creighton University faculty pharmacists and decentralized clinical pharmacists to provide optimal evidence based care for our patients. The residency is flexible to the resident’s areas of interest and provides the opportunity to gain experience in a broad range of clinical pharmacy specialties: critical care, internal medicine, family medicine, oncology/hematology, cardiology, NICU, infectious disease/antimicrobial stewardship, trauma-critical care, emergency medicine, & pharmacy research. Teaching opportunities include: precepting Pharm.D. students on clinical rotations, pharmacy grand rounds presentations, and a teaching certificate program. ",,,"Jennifer Anthone, PharmD, BCIDP, BCPS",CHI Health Creighton University Medical Center - Bergan Mercy,1,"July 01, 2022","$45,000.00",6,,Midwest,,40,https://www.chihealth.com/en/academics/academic-programs/pharmacy-residency/cumc-bergan-pharmacy-residency.html,https://www.youtube.com/watch?v=rCS2xPGoCtk,@CUMCRxPGY1,"Jennifer Anthone, PharmD, BCIDP, BCPSCHI Health Creighton University Medical Center - Bergan Mercy7500 Mercy RoadOmaha, NE 68124402-398-5659 (Phone)jennifer.anthone@chihealth.com","Jennifer Anthone, PharmD, BCIDP, BCPSCHI Health Creighton University Medical Center - Bergan Mercy7500 Mercy RoadOmaha, NE 68124402-398-5659 (Phone)jennifer.anthone@chihealth.com",W-6241,"October 26, 2021"
283,Residency,PGY1,Pharmacy,,,Academic Health System,,"Since 1974, Nebraska Medicine continues the rich tradition and commitment of advancing our profession through the training and education of pharmacy residents as future leaders. Through excellence and innovation, we strive to evolve our program and provide the best training environment possible. We are genuinely vested in the success of each resident and our unique family atmosphere contributes to the professional and personal development of all residents. The goal of the 54-week program is to equip each resident with the skills needed to enter a postgraduate year two residency or a practice position in an acute care setting. 




",,,"Patrick D. Fuller, PharmD, BCPS, FASHP",Nebraska Medicine,1,"June 19, 2023","$51,345.00",9,10,Midwest,24,16,https://www.nebraskamed.com/pharmacy/residency,,,"Patrick D. Fuller, PharmD, BCPS, FASHPNebraska Medicine981090 Nebraska Medical CenterOmaha, NE 68198-1090(402) 559-8253 (Phone)pfuller@nebraskamed.com","Patrick D. Fuller, PharmD, BCPS, FASHPNebraska Medicine981090 Nebraska Medical CenterOmaha, NE 68198-1090(402) 559-8253 (Phone)pfuller@nebraskamed.com",W-4981,"August 05, 2022"
